iter	MultiClass
212	0.5215330595
213	0.5189597876
214	0.5161132632
215	0.5140295744
216	0.5119384892
217	0.5093550721
218	0.5071998288
219	0.5058304816
220	0.503724559
221	0.5021761315
222	0.4997843462
223	0.496768928
224	0.4949704146
225	0.4926260746
226	0.4911363995
227	0.4899742566
228	0.4879016837
229	0.4870048864
230	0.4853520946
231	0.4838149679
232	0.4820563397
233	0.4804155157
234	0.4798195688
235	0.4781538737
236	0.4764450778
237	0.4746395504
238	0.4723503593
239	0.469830567
240	0.4674710907
241	0.4655550853
242	0.463432883
243	0.4624854256
244	0.461066328
245	0.4596869424
246	0.4584999132
247	0.4572601541
248	0.4551764261
249	0.4537244213
250	0.4514078811
251	0.4505187466
252	0.4489834828
253	0.4477779164
254	0.4457608299
255	0.4449478877
256	0.4433191525
257	0.4418186159
258	0.4404327438
259	0.438836605
260	0.4377198078
261	0.4358159262
262	0.4347230253
263	0.4327311285
264	0.4307892983
265	0.4293002704
266	0.4274749447
267	0.4263587171
268	0.4253024996
269	0.4237824313
270	0.4223483095
271	0.4216381795
272	0.420781675
273	0.4191580129
274	0.4177771387
275	0.4159307322
276	0.4143490718
277	0.4124444583
278	0.4112426123
279	0.4095086542
280	0.4079138144
281	0.4071406631
282	0.4060657152
283	0.4046964959
284	0.403925185
285	0.4031327671
286	0.4021777109
287	0.4011214504
288	0.3991753013
289	0.397647252
290	0.3965000339
291	0.3949531932
292	0.393042966
293	0.3915422582
294	0.3905996798
295	0.3893394987
296	0.388190177
297	0.386740881
298	0.3853851425
299	0.3843718006
300	0.3840139191
301	0.3824441818
302	0.3809353441
303	0.3803111721
304	0.3787057078
305	0.3779091645
306	0.3765985419
307	0.3753987178
308	0.3748391676
309	0.3735043687
310	0.3724087992
311	0.3709354817
312	0.3696556738
313	0.3683977876
314	0.3670048615
315	0.3655129672
316	0.3645747572
317	0.3632692414
318	0.362269205
319	0.3611623834
320	0.3599486519
321	0.3588599201
322	0.3572351426
323	0.3561585226
324	0.3546217254
325	0.3535449308
326	0.3525353741
327	0.3522253085
328	0.3510505209
329	0.3498536786
330	0.3487174641
331	0.3479781404
332	0.3465045873
333	0.3453053986
334	0.3441926172
335	0.3423912651
336	0.3419312506
337	0.340378239
338	0.3389056612
339	0.338058943
340	0.337267328
341	0.3362186698
342	0.3357583955
343	0.3343340862
344	0.3333180751
345	0.3325012045
346	0.3313373608
347	0.3302852187
348	0.3293177257
349	0.3287607169
350	0.3279978074
351	0.3268400279
352	0.3259103705
353	0.3250779533
354	0.3241962995
355	0.3232320397
356	0.322340863
357	0.3211976127
358	0.3200330143
359	0.3192404797
360	0.3183914891
361	0.3176048256
362	0.3165542019
363	0.3161189907
364	0.3156680244
365	0.3148527271
366	0.3143234395
367	0.313599462
368	0.3128099675
369	0.3114953556
370	0.310070431
371	0.3091585939
372	0.3084506268
373	0.3073437904
374	0.3062073148
375	0.3055861455
376	0.3047811509
377	0.3042727997
378	0.3030875549
379	0.3019134983
380	0.301060072
381	0.3002455311
382	0.2992417239
383	0.2989503108
384	0.2981804492
385	0.2971227168
386	0.2962556935
387	0.2953016712
388	0.2943558633
389	0.2932208253
390	0.2919930258
391	0.2912108765
392	0.2906487184
393	0.2899065085
394	0.2893385373
395	0.2884841627
396	0.2871028359
397	0.2863344457
398	0.2853605424
399	0.2846213375
400	0.2836562027
401	0.2830948424
402	0.282259724
403	0.2815326211
404	0.2803465098
405	0.2797582033
406	0.2789816523
407	0.2780393455
408	0.2774063096
409	0.2768360577
410	0.2761852807
411	0.2753996848
412	0.2741782537
413	0.2736120959
414	0.2728047431
415	0.2719898861
416	0.271145377
417	0.2706815636
418	0.2700192593
419	0.2695336001
420	0.2685142573
421	0.2677511724
422	0.2667426041
423	0.2658625564
424	0.2653943405
425	0.2642464775
426	0.2637709981
427	0.2630552498
428	0.2622105074
429	0.2616396748
430	0.2607804053
431	0.2599796344
432	0.259197371
433	0.2586296094
434	0.2578908856
435	0.2571783151
436	0.256540563
437	0.2556445207
438	0.25503331
439	0.2540727523
440	0.2534304401
441	0.2525820521
442	0.2519420283
443	0.2509260218
444	0.250469767
445	0.2497179496
446	0.2487477184
447	0.2482450177
448	0.2477819563
449	0.247373568
450	0.2468579842
451	0.2462172859
452	0.2455182187
453	0.2449065405
454	0.2443218197
455	0.2437266754
456	0.2430274187
457	0.2422132427
458	0.2413804225
459	0.240607257
460	0.2399953923
461	0.2396127714
462	0.238977708
463	0.2378648298
464	0.2372750659
465	0.2364350373
466	0.2359397801
467	0.2351910835
468	0.2345845718
469	0.2339019398
470	0.2332599143
471	0.2326421605
472	0.2320773605
473	0.2312489761
474	0.2307482021
475	0.2301482125
476	0.2297293954
477	0.2290701045
478	0.2285752447
479	0.2282623084
480	0.227507841
481	0.2269477079
482	0.2266168921
483	0.2259939099
484	0.2254927617
485	0.224673279
486	0.2240032243
487	0.2234047864
488	0.2226481049
489	0.2217711822
490	0.2209517902
491	0.2203938798
492	0.2199111725
493	0.219129644
494	0.2186510076
495	0.2180883045
496	0.2176008306
497	0.2170160622
498	0.2165144296
499	0.2156489912
500	0.2151969502
501	0.2146897019
502	0.2140546943
503	0.2138077285
504	0.2131821555
505	0.2128363173
506	0.2121731074
507	0.2118340658
508	0.2113450245
509	0.2109209024
510	0.2100829903
511	0.2098095709
512	0.2092268034
513	0.2086255461
514	0.2081132767
515	0.2076661577
516	0.2072804916
517	0.2066751688
518	0.2060119028
519	0.2053377297
520	0.2048699833
521	0.2042386445
522	0.2034669135
523	0.2030206008
524	0.2023433896
525	0.2018506203
526	0.201608194
527	0.201341124
528	0.2009769887
529	0.2003857075
530	0.1999895752
531	0.1996957281
532	0.198756672
533	0.1982707853
534	0.1976478832
535	0.1972769306
536	0.1965772579
537	0.1962136456
538	0.1957911707
539	0.1956008636
540	0.1951650895
541	0.1948235134
542	0.1944676151
543	0.1940638182
544	0.1935101116
545	0.1931971706
546	0.1928480555
547	0.1923394664
548	0.1917059368
549	0.1913479498
550	0.1909508403
551	0.1903734186
552	0.1901911971
553	0.1897869732
554	0.1892192072
555	0.1885467862
556	0.1880647062
557	0.1875840539
558	0.1871405222
559	0.186691172
560	0.1863636192
561	0.1860635441
562	0.1856061087
563	0.1852551107
564	0.1848852979
565	0.1845769165
566	0.18402762
567	0.1837873203
568	0.183372444
569	0.1828747434
570	0.182463839
571	0.1819161441
572	0.1813765042
573	0.1809264106
574	0.1805716452
575	0.1802220335
576	0.1796588792
577	0.1793710827
578	0.1791021106
579	0.1787228713
580	0.1783808045
581	0.1782526782
582	0.1776723462
583	0.1773062939
584	0.1771707784
585	0.176674993
586	0.176319839
587	0.1758233497
588	0.1754532293
589	0.1750574237
590	0.1744287451
591	0.1740705031
592	0.1734775769
593	0.1727838442
594	0.1725352641
595	0.1720790806
596	0.1717038764
597	0.1712870895
598	0.1708446873
599	0.1703916332
600	0.170033368
601	0.1697271204
602	0.1693641337
603	0.1690352501
604	0.1687743595
605	0.1684037876
606	0.1680032074
607	0.1676003711
608	0.1669684794
609	0.1665581151
610	0.1660003419
611	0.1657566231
612	0.1653418074
613	0.1651350773
614	0.1646263097
615	0.1638911081
616	0.1635723406
617	0.1630829794
618	0.1628426574
619	0.1623843259
620	0.1620673967
621	0.1617694248
622	0.1611234885
623	0.1607937372
624	0.160453553
625	0.1601733046
626	0.1596541424
627	0.1595083705
628	0.1591638693
629	0.1589193886
630	0.1586224373
631	0.1583504693
632	0.1578499442
633	0.1575181915
634	0.1572167026
635	0.156812084
636	0.156479772
637	0.1561647943
638	0.1557650941
639	0.1553306639
640	0.1551501688
641	0.1547058493
642	0.154560916
643	0.1540706923
644	0.153821488
645	0.1535214773
646	0.1530642236
647	0.1527168371
648	0.1525019896
649	0.1522820728
650	0.1518824593
651	0.1515511024
652	0.1512817075
653	0.1507760098
654	0.1503474161
655	0.1499387697
656	0.149448309
657	0.1492852879
658	0.1490212605
659	0.1487412397
660	0.1485287177
661	0.1483463333
662	0.1478635304
663	0.1475731427
664	0.1471612371
665	0.1469792713
666	0.1465030514
667	0.1461001145
668	0.1458844559
669	0.1454617012
670	0.1450865802
671	0.1445960088
672	0.1442503764
673	0.1438062926
674	0.1435148016
675	0.1433111007
676	0.143065876
677	0.142827152
678	0.1426542215
679	0.1425111994
680	0.1420848574
681	0.1418181398
682	0.1414966484
683	0.1412465007
684	0.1408237416
685	0.1404053691
686	0.1401840129
687	0.1398348954
688	0.1394748421
689	0.1392108459
690	0.1390457965
691	0.1387816585
692	0.1384434558
693	0.1381526096
694	0.1378039209
695	0.1374798205
696	0.137417346
697	0.1371022686
698	0.1368435476
699	0.1365157296
700	0.1361948915
701	0.1359861706
702	0.1357685249
703	0.1355305425
704	0.1351482443
705	0.1348753613
706	0.1345514968
707	0.1342577366
708	0.1339537013
709	0.1337933086
710	0.1335367714
711	0.1332730769
712	0.1331238747
713	0.1328864315
714	0.1326916666
715	0.1324985916
716	0.1321864235
717	0.1320203893
718	0.1317132735
719	0.1314363938
720	0.1311537009
721	0.1306000627
722	0.1302999217
723	0.1300758635
724	0.1298470366
725	0.1296762239
726	0.1295348548
727	0.1291846863
728	0.1288883014
729	0.1287325413
730	0.128525441
731	0.1282227151
732	0.1280268069
733	0.1276950622
734	0.1274668329
735	0.1272528956
736	0.1269062784
737	0.1266724303
738	0.1263738874
739	0.1261270322
740	0.1259481087
741	0.1256811856
742	0.1255147012
743	0.1253517684
744	0.1251466971
745	0.1248279498
746	0.124684912
747	0.1245407986
748	0.1242749539
749	0.1240582558
750	0.1237057732
751	0.1234338213
752	0.1233205574
753	0.1229832374
754	0.1227607237
755	0.1225422385
756	0.1222113883
757	0.1219481206
758	0.121698116
759	0.1215111998
760	0.1212439509
761	0.1210033417
762	0.1205761817
763	0.1204077025
764	0.1202098278
765	0.1199565872
766	0.1197097406
767	0.119564283
768	0.1193143205
769	0.1189915673
770	0.1188303466
771	0.1184967916
772	0.118325492
773	0.1181992851
774	0.1180059517
775	0.1178216894
776	0.1176189396
777	0.1175099355
778	0.1172594602
779	0.1171231171
780	0.116894015
781	0.1167037429
782	0.1164515834
783	0.1162638578
784	0.116132032
785	0.1159123511
786	0.1156767417
787	0.1155805616
788	0.1153012813
789	0.1151234767
790	0.1148826465
791	0.114664159
792	0.114415733
793	0.1142094011
794	0.1139561476
795	0.1137896256
796	0.1134411473
797	0.1131872295
798	0.1129241486
799	0.1126823611
800	0.1124304296
801	0.1121197502
802	0.1119870155
803	0.1117212233
804	0.1115333889
805	0.1112573693
806	0.1109993493
807	0.1108655602
808	0.1106646575
809	0.1105053503
810	0.1102997229
811	0.1101040239
812	0.1099637041
813	0.1097629292
814	0.1096587689
815	0.1094686705
816	0.1092265628
817	0.1091597079
818	0.1088064307
819	0.1087239832
820	0.1085633477
821	0.1083469463
822	0.1081152954
823	0.1079990585
824	0.1078773281
825	0.1076833492
826	0.1074407725
827	0.1072082125
828	0.1070343838
829	0.1067467683
830	0.1065775084
831	0.1063661029
832	0.1062072828
833	0.1059958034
834	0.1057628859
835	0.105609143
836	0.1053227156
837	0.1051394985
838	0.1050006374
839	0.1048921984
840	0.1047826513
841	0.1046202493
842	0.104449907
843	0.1042661094
844	0.1039660272
845	0.1037906319
846	0.1036449301
847	0.1034872967
848	0.1033035118
849	0.1030750728
850	0.1029360039
851	0.1027274004
852	0.1026433915
853	0.1025250319
854	0.1023165688
855	0.1021562777
856	0.1019731349
857	0.1018799379
858	0.1017394661
859	0.101531707
860	0.1013267059
861	0.1010986215
862	0.1008917765
863	0.1008033838
864	0.1005994714
865	0.1004461291
866	0.1003426809
867	0.1002302506
868	0.1000151332
869	0.09986381077
870	0.09973436385
871	0.09949709396
872	0.09923815601
873	0.09910016635
874	0.09895461658
875	0.09867222399
876	0.09847454864
877	0.09831717013
878	0.09818971147
879	0.09805123096
880	0.09785053103
881	0.09763937427
882	0.09742190312
883	0.09729325564
884	0.09706971727
885	0.09691680025
886	0.09680628071
887	0.0967250786
888	0.09659941618
889	0.09645549499
890	0.09633309379
891	0.09620233913
892	0.09606068179
893	0.09592172002
894	0.09575499676
895	0.09561040496
896	0.0953916814
897	0.09525885502
898	0.09513011915
899	0.0948744389
900	0.09464792656
901	0.09456850771
902	0.09442170714
903	0.09426475966
904	0.09410327291
905	0.09396773004
906	0.09379516977
907	0.0935827194
908	0.09342264972
909	0.09331226923
910	0.09313549672
911	0.09297279301
912	0.09285627197
913	0.09265944666
914	0.09252826737
915	0.09244525392
916	0.09230680797
917	0.09211116607
918	0.09191903143
919	0.09172132413
920	0.09159134472
921	0.09138947998
922	0.09128201309
923	0.09112208669
924	0.0909962107
925	0.09087751218
926	0.09074633402
927	0.09062174315
928	0.09046118988
929	0.09032243621
930	0.0901476479
931	0.09007924072
932	0.08998051967
933	0.08983558491
934	0.08972508703
935	0.08965247653
936	0.08950676095
937	0.08940066716
938	0.08917036521
939	0.08906018608
940	0.08896960901
941	0.08882207807
942	0.08872540901
943	0.08861977356
944	0.08850208166
945	0.08837028201
946	0.0882431062
947	0.0880895128
948	0.0879140779
949	0.0877595225
950	0.08762094655
951	0.08745307713
952	0.0873444806
953	0.08717311786
954	0.08701753
955	0.08688728986
956	0.08678836476
957	0.08659259051
958	0.0864999063
959	0.0863552847
960	0.08613566915
961	0.08604353471
962	0.08596396729
963	0.08577888703
964	0.08566683723
965	0.08553471328
966	0.08541136715
967	0.0852730052
968	0.08514074105
969	0.08501311524
970	0.08479349365
971	0.08466243097
972	0.08455329456
973	0.0843697151
974	0.08424737379
975	0.08416674701
976	0.08399916319
977	0.08388237328
978	0.08378747731
979	0.0836263285
980	0.08346513916
981	0.08336352472
982	0.0832064591
983	0.08305806146
984	0.0829717907
985	0.08284046496
986	0.08266798135
987	0.08258946598
988	0.08250099612
989	0.08232873124
990	0.08219339544
991	0.0820688569
992	0.08199451964
993	0.08188161147
994	0.08185122581
995	0.08176850833
996	0.08164816739
997	0.08155225788
998	0.08143966251
999	0.08137363962
